,Unnamed: 0,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO,latitudes,longitudes,calle
204,205,Madrid-Capital,28043570,EEI,LAS MARAVILLAS,"Calle De Anselmo Lorenzo, 4 ",Madrid,Latina,28044,915091069,917066735,eei.lasmaravillas.madrid@educa.madrid.org,-,Público,Primaria,40.3823462,-3.7706922,"Calle De Anselmo Lorenzo, 4 "
205,206,Madrid-Oeste,28070123,EEI,LAS MENINAS,"Calle Miró, 1 ",Valdemorillo,-,28210,918977739,-,eei.lasmeninas.valdemorillo@educa.madrid.org,-,Público,Primaria,40.501048,-4.061800499999999,"Calle Miró, 1 "
206,207,Madrid-Capital,28070652,EEI,LAS MERCEDES,"Calle De Samaniego, 22 ",Madrid,San Blas-Canillejas,28022,917470878,-,eei.lasmercedes.madrid@educa.madrid.org,-,Público,Primaria,40.4423722,-3.5805179,"Calle De Samaniego, 22 "
207,208,Madrid-Capital,28061699,EEI,LAS NUBES,"Calle De Antonio Nebrija, 7 ",Madrid,Retiro,28007,915012443,915012443,eei.lasnubes.madrid@educa.madrid.org,-,Público,Primaria,40.4036047,-3.6841603,"Calle De Antonio Nebrija, 7 "
208,209,Madrid-Capital,28078985,EEI,LAS PLEYADES,"Avenida De Secundino Zuazo, 34 ",Madrid,Hortaleza,28055,-,-,-,-,Público,Primaria,40.4950812,-3.6202087,"Avenida De Secundino Zuazo, 34 "
209,210,Madrid-Capital,28061705,EEI,LAS VIÑAS,"Calle Del Estudio, 6 ",Madrid,Moncloa-Aravaca,28023,913078175,-,eei.lasvinas.madrid@educa.madrid.org,ei.las.vinas@gmail.com,Público,Primaria,40.4605897,-3.7849841,"Calle Del Estudio, 6 "
210,211,Madrid-Sur,28043831,EEI,LOPE DE VEGA,"Calle Lope De Vega, 8 ",Leganés,-,28912,916931782,916931782,eei.lopedevega.leganes@educa.madrid.org,-,Público,Primaria,40.3245392,-3.765175,"Calle Lope De Vega, 8 "
211,212,Madrid-Este,28044094,EEI,LORETO,"Avenida Virgen De Loreto, 22 ",Torrejón de Ardoz,-,28850,916560454,916560454,eei.loreto.torrejondeardoz@educa.madrid.org,-,Público,Primaria,40.46257629999999,-3.4755176,"Avenida Virgen De Loreto, 22 "
212,213,Madrid-Sur,28043961,EEI,LOS ABETOS,"Calle Alfonso Xiii, 29 ",Parla,-,28982,916983005,916057688,eei.losabetos.parla@educa.madrid.org,eiabetos@clece.es,Público,Primaria,40.2338082,-3.7625829,"Calle Alfonso Xiii, 29 "
213,214,Madrid-Oeste,28048981,EEI,LOS ALAMOS,"Calle Gerardo Diego, S/n ",Pozuelo de Alarcón,-,28223,913514310,913514310,eei.losalamos.pozuelodealarcon@educa.madrid.org,manuela.carracedo@educa.madrid.org,Público,Primaria,40.3857525,-3.643673,Calle Gerardo Diego  
214,215,Madrid-Este,28057532,EEI,LOS ALMENDROS,"Calle Portugal, S/n ",Villalbilla,-,28810,918793567,-,eei.losalmendros.villalbilla@educa.madrid.org,-,Público,Primaria,40.4475796,-3.3613364,Calle Portugal  
215,216,Madrid-Capital,28043430,EEI,LOS ANGELES,"Calle De Bravo Murillo, 241 ",Madrid,Tetuán,28020,915701196,915701196,eei.losangeles.madrid@educa.madrid.org,-,Público,Primaria,40.4583667,-3.7011082,"Calle De Bravo Murillo, 241 "
216,217,Madrid-Norte,28047502,EEI,LOS ARCOS,"Calle De Juan Gris, S/n ",Colmenar Viejo,-,28770,918467133,918452202,eei.losarcos.colmenarviejo@educa.madrid.org,-,Público,Primaria,40.6724459,-3.7742365,Calle De Juan Gris  
217,218,Madrid-Oeste,28049092,EEI,LOS CEDROS,"Camino Móstoles, 1 ",Villanueva de la Cañada,-,28691,918155927,-,eei.loscedros.villanuevadelacanada@educa.madrid.org,elisa.garciar@madrid.org,Público,Primaria,40.4441002,-4.0014376,"Camino Móstoles, 1 "
218,219,Madrid-Capital,28048208,EEI,LOS COMPAÑEROS,"Calle De Rafael Fernández Hijicos, 12 ",Madrid,Puente de Vallecas,28038,917863694,913038056,eei.loscompaneros.madrid@educa.madrid.org,eicompa@yahoo.es,Público,Primaria,40.391805,-3.6365041,"Calle De Rafael Fernández Hijicos, 12 "
219,220,Madrid-Este,28046960,EEI,LOS CUENTOS,"Calle José Caballero, 2 ",Alcalá de Henares,-,28805,918832770,918832770,eei.loscuentos.alcala@educa.madrid.org,-,Público,Primaria,40.48899,-3.3501873,"Calle José Caballero, 2 "
220,221,Madrid-Capital,28043511,EEI,LOS DELFINES,"Calle De Esteban Carros, 37 ",Madrid,Puente de Vallecas,28053,917857247,917857247,eei.losdelfines.madrid@educa.madrid.org,-,Público,Primaria,40.3734448,-3.657616,"Calle De Esteban Carros, 37 "
221,222,Madrid-Norte,28044239,EEI,LOS ENEBROS,"Calle De Mariano Prados, 8 ",Colmenar Viejo,-,28770,918454861,918486386,eei.losenebros.colmenarviejo@educa.madrid.org,-,Público,Primaria,40.65880019999999,-3.7631509,"Calle De Mariano Prados, 8 "
222,223,Madrid-Capital,28071905,EEI,LOS GAVILANES,"Calle De Tiziano, 7 ",Madrid,Tetuán,28020,915799142,915710638,eei.losgavilanes.madrid@educa.madrid.org,-,Público,Primaria,40.4512572,-3.7024641,"Calle De Tiziano, 7 "
223,224,Madrid-Capital,28043545,EEI,LOS GIRASOLES,"Calle De Ramón Pérez De Ayala, 58 B ",Madrid,Puente de Vallecas,28038,914374020,914301500,eei.losgirasoles.madrid@educa.madrid.org,-,Público,Primaria,40.4004711,-3.6523707,"Calle De Ramón Pérez De Ayala, 58 B "
224,225,Madrid-Capital,28047563,EEI,LOS GORRIONES,"Calle De Fuengirola, 25 ",Madrid,Puente de Vallecas,28018,913030574,913030574,eei.losgorriones.madrid@educa.madrid.org,losgorriones@gmail.com,Público,Primaria,40.3832411,-3.6412759,"Calle De Fuengirola, 25 "
225,226,Madrid-Capital,28047711,EEI,LOS JUNCOS,"Plaza De La Juventud, 7 ",Madrid,Vicálvaro,28032,913719837,913719837,eei.losjuncos.madrid@educa.madrid.org,escuelalosjuncos@gmail.com,Público,Primaria,40.4090502,-3.6057737,"Plaza De La Juventud, 7 "
226,227,Madrid-Oeste,28065322,EEI,LOS MADROÑOS,"Calle Zafiro, 1 ",Pozuelo de Alarcón,-,28224,913520656,913520656,eei.losmadronos.pozuelodealarcon@educa.madrid.org,-,Público,Primaria,40.3490777,-3.6766644,"Calle Zafiro, 1 "
227,228,Madrid-Este,28061675,EEI,LOS MOLINOS,"Calle José Ruiz Azorín, 65 ",Alcalá de Henares,-,28806,918831121,918837581,eei.losmolinos.alcala@educa.madrid.org,concepcion.ramos.valbuena@madrid.org,Público,Primaria,40.5069774,-3.3645294,"Calle José Ruiz Azorín, 65 "
228,229,Madrid-Sur,28057453,EEI,LOS OLIVOS,"Calle Artemisa, 6 ",Valdemoro,-,28341,918018271,-,eei.losolivos.valdemoro@educa.madrid.org,-,Público,Primaria,40.18451,-3.68131,"Calle Artemisa, 6 "
229,230,Madrid-Sur,28058184,EEI,LOS PARAISOS,"Paseo Del Prado, S/n ",Valdemoro,-,28343,918084808,-,eei.losparaisos.valdemoro@educa.madrid.org,-,Público,Primaria,40.414162,-3.6932337,Paseo Del Prado  
230,231,Madrid-Sur,28044151,EEI,LOS PINGÜINOS,"Calle De La Sierra De Albarracín, S/n ",Alcorcón,-,28923,916114216,916114216,eei.lospinguinos.alcorcon@educa.madrid.org,eei.lospinguinos.alcorcon@educa.madrid.org,Público,Primaria,40.4508572,-3.5095181,Calle De La Sierra De Albarracín  
231,232,Madrid-Capital,28044860,EEI,LOS PINOS,"Calle De Rocafort, 4 ",Madrid,Villaverde,28021,915052557,915052557,eei.lospinos.madrid@educa.madrid.org,-,Público,Primaria,40.34116969999999,-3.6897289,"Calle De Rocafort, 4 "
232,233,Madrid-Sur,28070196,EEI,LOS PINOS DE MAEVE,"Calle De Los Pinos, 13 ",Alcorcón,-,28922,918315655,-,eei.lospinosdemaeve.alcorcon@educa.madrid.org,eeilospinos@gmail.com,Público,Primaria,40.3381241,-3.8311758,"Calle De Los Pinos, 13 "
233,234,Madrid-Norte,28060658,EEI,LOS PUERTOS,"Calle De Los Tintes, 44 ",Colmenar Viejo,-,28770,918456974,918456996,eei.lospuertos.colmenarviejo@educa.madrid.org,eei.lospuertos.colmenarviejo@educa.madrid.org,Público,Primaria,40.6547746,-3.7700571,"Calle De Los Tintes, 44 "
234,235,Madrid-Capital,28071875,EEI,LOS SOBRINOS DEL CAPITAN GRANT,"Avenida De La Gavia, 22 ",Madrid,Villa de Vallecas,28031,913852400,913852400,eei.lossobrinosdelcapitangrant.madrid@educa.madrid.org,-,Público,Primaria,40.3738409,-3.6117286,"Avenida De La Gavia, 22 "
235,236,Madrid-Oeste,28068268,EEI,LOS TAJETES,"Camino De Manzanares, 28 ",Hoyo de Manzanares,-,28240,918568318,918568318,eei.lostajetes.hoyodemanzanares@educa.madrid.org,-,Público,Primaria,40.6265974,-3.9027132,"Camino De Manzanares, 28 "
236,237,Madrid-Oeste,28071012,EEI,LOS TILOS,"Paseo De Los Tilos, 20 ",Guadarrama,-,28440,918540678,918540678,eei.lostilos.guadarrama@educa.madrid.org,-,Público,Primaria,40.6692148,-4.0975405,"Paseo De Los Tilos, 20 "
237,238,Madrid-Capital,28043673,EEI,LOS TITERES,"Plaza De Alloz, 1 ",Madrid,Carabanchel,28025,914652070,914652070,eei.lostiteres.madrid@educa.madrid.org,-,Público,Primaria,40.3763547,-3.7370427,"Plaza De Alloz, 1 "
238,239,Madrid-Capital,28066004,EEI,LUIS BELLO,"Calle De Juan Bautista De Toledo, 5 ",Madrid,Chamartín,28002,914132979,-,eei.luisbello.madrid@educa.madrid.org,-,Público,Primaria,40.4437242,-3.6737532,"Calle De Juan Bautista De Toledo, 5 "
239,240,Madrid-Capital,28071899,EEI,LUISA FERNANDA,"Calle Del Cocherón De La Villa, 29 ",Madrid,Puente de Vallecas,28031,913329620,913329620,eei.luisafernanda.madrid@educa.madrid.org,eicocheron@gmail.com,Público,Primaria,40.3813134,-3.6361489,"Calle Del Cocherón De La Villa, 29 "
240,241,Madrid-Este,28050628,EEI,LUNA LUNERA,"Calle De San Sebastián, 1 ",Rivas-Vaciamadrid,-,28523,916669782,916669783,eei.lunalunera.rivas@educa.madrid.org,eilunalunera@telefonica.net,Público,Primaria,40.4137272,-3.7015242,"Calle De San Sebastián, 1 "
241,242,Madrid-Sur,28044291,EEI,MAFALDA,"Avenida De Las Arcas Del Agua, 11 ",Getafe,-,28905,912027974,-,eei.mafalda.getafe@educa.madrid.org,-,Público,Primaria,40.2908845,-3.745453,"Avenida De Las Arcas Del Agua, 11 "
242,243,Madrid-Sur,28070214,EEI,MAGO DE OZ,"Calle De Los Madroños C/v Los Robles, S/n ",Alcorcón,-,28922,916442764,-,eei.magodeoz.alcorcon@educa.madrid.org,eei.magodeoz@gmail.com,Público,Primaria,40.3361965,-3.8379763,Calle De Los Madroños C/v Los Robles  
243,244,Madrid-Oeste,28047605,EEI,MANANTIAL,"Calle Siega, 4 ",Galapagar,-,28260,918583050,918583050,eei.manantial.galapagar@educa.madrid.org,-,Público,Primaria,40.5848081,-3.9987006,"Calle Siega, 4 "
244,245,Madrid-Norte,28057714,EEI,MANZANARES EL REAL Nº 1,"Calle Rincón De Aragón, S/n ",Manzanares el Real,-,28410,918530269,-,eei.numerouno.manzanares@educa.madrid.org,Eva Mª Fernández Ramírez,Público,Primaria,40.7355263,-3.8576491,Calle Rincón De Aragón  
245,246,Madrid-Capital,28080414,EEI,MARGARITA SALAS,"Calle De Cavanilles, 56 ",Madrid,Retiro,28007,-,-,eei.margaritasalas.madrid@educa.madrid.org,eicavanilles@madrid.es,Público,Primaria,40.4047697,-3.6737129,"Calle De Cavanilles, 56 "
246,247,Madrid-Sur,28065346,EEI,MARIA LUISA GEFAELL,"Calle Cerro De Los Ángeles, 1 ",Villaviciosa de Odón,-,28670,917654108,917654110,eei.mluisagefaell.villaviciosa@educa.madrid.org,eeimarialuisagefaell@gmail.com,Público,Primaria,40.3555151,-3.9057514,"Calle Cerro De Los Ángeles, 1 "
247,248,Madrid-Este,28044082,EEI,MARIONETAS,"Calle Salvador Allende, 6 ",Torrejón de Ardoz,-,28850,916753606,916753606,eei.marionetas.torrejondeardoz@educa.madrid.org,antonio.martinez.villar@mardid.org,Público,Primaria,40.459668,-3.48693,"Calle Salvador Allende, 6 "
248,249,Madrid-Sur,28065309,EEI,MARTA MATA,"Calle Torroja, 11 ",Getafe,-,28903,647520796,-,eei.martamata.getafe@educa.madrid.org,-,Público,Primaria,40.3170192,-3.7346095,"Calle Torroja, 11 "
249,250,Madrid-Norte,28047198,EEI,MIRAFLORES DE LA SIERRA,"Avenida De La Constitución, 1 ",Miraflores de la Sierra,-,28792,918443795,918265364,cn.miraflores@educa.madrid.org,-,Público,Primaria,40.8132563,-3.763170699999999,"Avenida De La Constitución, 1 "
250,251,Madrid-Capital,28071981,EEI,MOLINOS DE VIENTO,"Camino De La Fuente De Arriba, 2 ",Madrid,Vicálvaro,28032,917753905,917753905,eei.molinosdeviento.madrid@educa.madrid.org,-,Público,Primaria,40.4033982,-3.6097699,"Camino De La Fuente De Arriba, 2 "
251,252,Madrid-Sur,28047010,EEI,MOMO,"Calle Carabanchel, S/n ",Parla,-,28981,916053347,916053347,eei.momo.parla@educa.madrid.org,-,Público,Primaria,40.2421728,-3.7746684,Calle Carabanchel  
252,253,Madrid-Oeste,28044011,EEI,MONTE ABANTOS,"Calle Calvario, 43 ",San Lorenzo de El Escorial,-,28200,918901720,918901720,eei.monteabantos.sanlorenzo@educa.madrid.org,-,Público,Primaria,40.5917504,-4.144458999999999,"Calle Calvario, 43 "
253,254,Madrid-Este,28044185,EEI,MUNICIPAL DE ARGANDA DEL REY,"Calle Piragua, 2 ",Arganda del Rey,-,28500,918760044,-,eei.municipal.arganda@educa.madrid.org,-,Público,Primaria,40.2943145,-3.4355408,"Calle Piragua, 2 "
254,255,Madrid-Este,28072417,EEI,NANA DE LA CEBOLLA,"Calle Fernando Trueba, 6 ",Rivas-Vaciamadrid,-,28521,914997397,914997397,eei.nanadelacebolla.rivas@educa.madrid.org,-,Público,Primaria,40.3511532,-3.5146793,"Calle Fernando Trueba, 6 "
255,256,Madrid-Sur,28073124,EEI,NANAS,"Calle Pablo Neruda, 3 ",Alcorcón,-,28922,916443586,916443586,eei.nanas.alcorcon@educa.madrid.org,SOCIEDAD COOPERATIVA MADRILEÑA TIC-TAC.,Público,Primaria,40.3379241,-3.8245459,"Calle Pablo Neruda, 3 "
256,257,Madrid-Sur,28066314,EEI,NICOLAS GUILLEN,"Camino De Torrejón De Velasco, 5 ",Casarrubuelos,-,28977,918167143,918167143,eei.nicolasguillen.casarrubuelos@educa.madrid.org,-,Público,Primaria,40.1726949,-3.8281223,"Camino De Torrejón De Velasco, 5 "
257,258,Madrid-Capital,28043582,EEI,ORI-ORI,"Calle De Santa Tecla, 3 ",Madrid,San Blas-Canillejas,28022,917423489,917416239,eei.oriori.madrid@educa.madrid.org,-,Público,Primaria,40.4432412,-3.613984099999999,"Calle De Santa Tecla, 3 "
258,259,Madrid-Sur,28073215,EEI,OSA MAYOR,"Calle Casiopea, 14 ",Móstoles,-,28938,916463375,916463375,eei.osamayor.mostoles@educa.madrid.org,marialaura.sobrino.gonzalez@madrid.org,Público,Primaria,40.3126051,-3.8633836,"Calle Casiopea, 14 "
259,260,Madrid-Capital,28066247,EEI,OSA MENOR,"Calle De Mejía Lequerica, 21 ",Madrid,Centro,28004,914472234,914472234,eei.osamenor.madrid@educa.madrid.org,felisa.llach@madrid.org,Público,Primaria,40.4279825,-3.6995308,"Calle De Mejía Lequerica, 21 "
260,261,Madrid-Oeste,28002713,EEI,PADRE GERARDO GIL,"Calle Del Padre Villacastín, S/n ","Escorial, El",-,28280,918902850,918901992,eei.gerardogil.elescorial@educa.madrid.org,eeigerardogil@yahoo.es,Público,Primaria,40.5841491,-4.1268927,Calle Del Padre Villacastín  
261,262,Madrid-Capital,28067884,EEI,PALMAS PALMITAS,"Calle De San Juan De Ortega, S/n ",Madrid,Fuencarral-El Pardo,28050,914273077,-,eei.palmaspalmitas.madrid@educa.madrid.org,eeipalmaspalmitas@gmail.com,Público,Primaria,40.5034762,-3.673855,Calle De San Juan De Ortega  
262,263,Madrid-Sur,28058172,EEI,PANDORA,"Calle Del Álamo, 3 ",Leganés,-,28918,916898469,916898469,eei.pandora.leganes@educa.madrid.org,eipandora03@gmail.com,Público,Primaria,40.3387525,-3.7737488,"Calle Del Álamo, 3 "
263,264,Madrid-Sur,28047617,EEI,PARQUE COIMBRA,"Calle Del Cerezo, S/n ",Móstoles,-,28935,916475053,916475053,eei.parquecoimbra.mostoles@educa.madrid.org,coimbra@educainfantilmostoles.org,Público,Primaria,40.3138481,-3.9220572,Calle Del Cerezo  
264,265,Madrid-Capital,28047897,EEI,PARQUE DE HORTALEZA,"Calle Del Mar Caspio, 6 ",Madrid,Hortaleza,28033,913815461,913815461,eei.parquehortaleza.madrid@educa.madrid.org,eei.parquedehortaleza.madrid@educa.madrid.org,Público,Primaria,40.4735398,-3.6455917,"Calle Del Mar Caspio, 6 "
265,266,Madrid-Capital,28080748,EEI,PARQUE INGENIEROS,Calle Santo De La Isidra C/v Tabernera Del Puerto ,Madrid,Villaverde,28041,-,-,eei.parqueingenieros.madrid@educa.madrid.org,-,Público,Primaria,40.3541168,-3.7030889,Calle Santo De La Isidra C/v Tabernera Del Puerto 
266,267,Madrid-Norte,28049134,EEI,PASACALLES,"Calle De Miguel Delibes, 1 ",Algete,-,28110,916292646,916292646,eei.pasacalles.algete@educa.madrid.org,-,Público,Primaria,40.6005936,-3.504807,"Calle De Miguel Delibes, 1 "
267,268,Madrid-Este,28065383,EEI,PASO A PASITO,"Calle Valencia, S/n ",Paracuellos de Jarama,-,28860,916581988,916581988,eei.pasoapasito.paracuellos@educa.madrid.org,emi.pasoapasito@paracuellosdejarama.es,Público,Primaria,40.4073975,-3.7002631,Calle Valencia  
268,269,Madrid-Este,28061663,EEI,PATAS ARRIBA,"Calle Federica Montseny, 1 ",Rivas-Vaciamadrid,-,28521,914998120,914998120,eei.patasarriba.rivas@educa.madrid.org,eipatasarriba@gmail.com,Público,Primaria,40.3356073,-3.5153111,"Calle Federica Montseny, 1 "
269,270,Madrid-Capital,28079114,EEI,PENSAMIIENTO,"Calle De Mirasierra, 27 ",Madrid,Usera,28026,-,-,-,-,Público,Primaria,40.3894385,-3.7051276,"Calle De Mirasierra, 27 "
270,271,Madrid-Sur,28068372,EEI,PETIRROJO,"Calle Antonio Machado, S/n ",Torrejón de la Calzada,-,28991,918160289,918160289,eei.petirrojo.torrejondelacalzada@educa.madrid.org,ei.petirrojo@profolp.com,Público,Primaria,40.2042278,-3.8015602,Calle Antonio Machado  
271,272,Madrid-Capital,28047630,EEI,PETIRROJO,"Calle De Luis Buñuel, 4 ",Madrid,Puente de Vallecas,28018,917784199,917784199,eei.petirrojo.madrid@educa.madrid.org,eipetirrojo@telefonica.net,Público,Primaria,40.3870295,-3.6441465,"Calle De Luis Buñuel, 4 "
272,273,Madrid-Este,28048658,EEI,PILOCHA,"Calle De Antonio Machado, S/n ",Mejorada del Campo,-,28840,916790671,916681527,eei.pilocha.mejorada@educa.madrid.org,-,Público,Primaria,40.3942003,-3.4824929,Calle De Antonio Machado  
273,274,Madrid-Sur,28066028,EEI,PIMPOLLITOS,"Calle Asturias, 91 ",Pinto,-,28320,916987971,916987971,eei.pimpollitos.pinto@educa.madrid.org,-,Público,Primaria,40.2560542,-3.693189,"Calle Asturias, 91 "
274,275,Madrid-Este,28066259,EEI,PINCELADAS,"Camino De La Poveda, 5 ",Arganda del Rey,-,28500,918706925,918719495,eei.pinceladas.arganda@educa.madrid.org,-,Público,Primaria,40.3137366,-3.4805728,"Camino De La Poveda, 5 "
275,276,Madrid-Norte,28068116,EEI,PIO PIO,"Avenida Olímpica, 12 ",Alcobendas,-,28108,916618739,916618739,eei.piopio.alcobendas@educa.madrid.org,-,Público,Primaria,40.5367969,-3.6324475,"Avenida Olímpica, 12 "
276,277,Madrid-Capital,28049146,EEI,PIRUETAS,"Avenida Canillejas A Vicalvaro, 82 ",Madrid,San Blas-Canillejas,28022,917601049,917755605,eei.piruetas.madrid@educa.madrid.org,-,Público,Primaria,40.4236695,-3.6119264,"Avenida Canillejas A Vicalvaro, 82 "
277,278,Madrid-Este,28047642,EEI,PLATERO,"Avenida De Covibar, 4 ",Rivas-Vaciamadrid,-,28523,916661927,916669767,eei.platero.rivas@educa.madrid.org,eiplatero@yahoo.es,Público,Primaria,40.36387999999999,-3.55162,"Avenida De Covibar, 4 "
278,279,Madrid-Sur,28048646,EEI,PLATERO Y YO,"Calle De Jacinto Benavente, 15 ",Humanes de Madrid,-,28970,916048420,916048420,eei.platero.humanes@educa.madrid.org,-,Público,Primaria,40.2598845,-3.8235128,"Calle De Jacinto Benavente, 15 "
279,280,Madrid-Capital,28078997,EEI,POETA GLORIA FUERTES,"Calle De Eunate, 6 ",Madrid,Fuencarral-El Pardo,28050,-,-,eei.poetagloriafuertes.madrid@educa.madrid.org,-,Público,Primaria,40.5045018,-3.6787342,"Calle De Eunate, 6 "
280,281,Madrid-Este,28043995,EEI,POLICHINELA,"Calle Motrico, S/n ",San Fernando de Henares,-,28830,916724762,-,eei.polichinela.sanfernando@educa.madrid.org,polichinela@ayto-sanfernando.com,Público,Primaria,40.4191313,-3.5283463,Calle Motrico  
281,282,Madrid-Capital,28046121,EEI,POZO DEL TIO RAIMUNDO,"Calle De Villacarrillo, 4 ",Madrid,Puente de Vallecas,28018,917859822,-,eei.tioraimundo.madrid@educa.madrid.org,pozotioraimundo@kidsco.es,Público,Primaria,40.3768231,-3.662522,"Calle De Villacarrillo, 4 "
282,283,Madrid-Sur,28058925,EEI,PRADO ALTO,"Calle Murillo, S/n ",Brunete,-,28690,918159827,918159827,eei.pradoalto.brunete@educa.madrid.org,"cristina.rodríguezpalacios@madrid.org, e.i.pradoalto@terra.es",Público,Primaria,40.4062632,-3.9941389,Calle Murillo  
283,284,Madrid-Capital,28043624,EEI,PRADOLONGO,"Avenida De Los Poblados, 144 ",Madrid,Usera,28041,913416614,913416614,eei.pradolongo.madrid@educa.madrid.org,-,Público,Primaria,40.3720038,-3.7089753,"Avenida De Los Poblados, 144 "
284,285,Madrid-Sur,28074025,EEI,PRIMEROS PASOS,"Calle De Zamora, 8 ",Leganés,-,28914,912640171,-,eei.primerospasos.leganes@educa.madrid.org,-,Público,Primaria,40.4137132,-3.7248225,"Calle De Zamora, 8 "
285,286,Madrid-Este,28044124,EEI,PUERTA DE MADRID,"Calle Juan De Vergara, 6 ",Alcalá de Henares,-,28802,918814128,918814128,eei.puertademadrid.alcala@educa.madrid.org,-,Público,Primaria,40.4797585,-3.3753855,"Calle Juan De Vergara, 6 "
286,287,Madrid-Capital,28043636,EEI,PUERTA DEL ANGEL,"Calle De Juan Tornero, 13 ",Madrid,Latina,28011,914645669,914645669,eei.puertadelangel.madrid@educa.madrid.org,-,Público,Primaria,40.4115016,-3.7275233,"Calle De Juan Tornero, 13 "
287,288,Madrid-Capital,28068311,EEI,RAYUELA,"Avenida De Villa Vallecas, S/n ",Madrid,Villa de Vallecas,28031,913851426,-,eei.rayuela.madrid@educa.madrid.org,-,Público,Primaria,40.3694814,-3.6192146,Avenida De Villa Vallecas  
288,289,Madrid-Este,28047423,EEI,RAYUELA,"Plaza Ecópolis, 1 ",Rivas-Vaciamadrid,-,28523,916660550,-,eei.rayuela.rivas@educa.madrid.org,eeirayuela@yahoo.es,Público,Primaria,40.3541509,-3.5483878,"Plaza Ecópolis, 1 "
289,290,Madrid-Capital,28047678,EEI,RETAMAR,"Calle De Felipe De Diego, 8 ",Madrid,Puente de Vallecas,28018,915070138,915070138,eei.retamar.madrid@educa.madrid.org,-,Público,Primaria,40.3790459,-3.660404,"Calle De Felipe De Diego, 8 "
290,291,Madrid-Sur,28043867,EEI,RINCON INFANTIL,"Calle Priorato, 79 ",Leganés,-,28915,916861898,916861898,eei.rinconinfantil.leganes@educa.madrid.org,-,Público,Primaria,40.33835,-3.748829999999999,"Calle Priorato, 79 "
291,292,Madrid-Este,28081029,EEI,RIVAS-VACIAMADRID Nº 8,"Avenida Ocho De Marzo, 1 ",Rivas-Vaciamadrid,-,28523,-,-,-,-,Público,Primaria,40.378662,-3.5366626,"Avenida Ocho De Marzo, 1 "
292,293,Madrid-Capital,28068293,EEI,ROCIO DURCAL,"Calle De Princesa De Éboli, S/n ",Madrid,Hortaleza,28050,913923375,917188700,eei.rociodurcal.madrid@educa.madrid.org,-,Público,Primaria,40.4911196,-3.6561826,Calle De Princesa De Éboli  
293,294,Madrid-Capital,28068281,EEI,ROCIO JURADO,"Calle De Briviesca, 6 ",Madrid,Ciudad Lineal,28033,913027364,-,eei.rociojurado.madrid@educa.madrid.org,eirociojurado@hotmail.com,Público,Primaria,40.4825215,-3.6669064,"Calle De Briviesca, 6 "
294,295,Madrid-Sur,28060622,EEI,RODARI,"Avenida De Villaviciosa, S/n ",Alcorcón,-,28922,914983313,-,eei.rodari.alcorcon@educa.madrid.org,-,Público,Primaria,40.3516298,-3.8332744,Avenida De Villaviciosa  
295,296,Madrid-Capital,28043651,EEI,ROGER DE FLOR,"Plaza De Roger De Flor, 18 ",Madrid,Carabanchel,28019,914717774,914717774,eei.rogerdeflor.madrid@educa.madrid.org,-,Público,Primaria,40.393733,-3.7325438,"Plaza De Roger De Flor, 18 "
296,297,Madrid-Oeste,28047496,EEI,ROMANILLOS,"Calle De Cazorla, 2 ",Boadilla del Monte,-,28660,916330821,916330821,eei.romanillos.boadilla@educa.madrid.org,romanillos2003@yahoo.es,Público,Primaria,40.4050302,-3.8810819,"Calle De Cazorla, 2 "
297,298,Madrid-Capital,28047691,EEI,ROSA,"Paseo De La Habana, 173 ",Madrid,Chamartín,28036,913501362,913501362,eei.rosa.madrid@educa.madrid.org,-,Público,Primaria,40.4659413,-3.6794779,"Paseo De La Habana, 173 "
298,299,Madrid-Sur,28049080,EEI,ROSA CARAMELO,"Calle De Gabriela Mistral, 8 ",Leganés,-,28919,916872188,-,eei.rosacaramelo.leganes@educa.madrid.org,rosacaramelo2001@yahoo.es,Público,Primaria,40.4797455,-3.7369237,"Calle De Gabriela Mistral, 8 "
299,300,Madrid-Capital,28057866,EEI,RUIZ JIMENEZ,"Calle De José Picón, 17 ",Madrid,Salamanca,28028,911694809,911694809,eei.ruizjimenez.madrid@educa.madrid.org,-,Público,Primaria,40.4351247,-3.6724253,"Calle De José Picón, 17 "
300,301,Madrid-Capital,28079001,EEI,SABINA,"Calle Del Cañón Del Río Lobos, 2 ",Madrid,Moratalaz,28030,-,-,eei.sabina.madrid@educa.madrid.org,-,Público,Primaria,40.4061725,-3.6298151,"Calle Del Cañón Del Río Lobos, 2 "
301,302,Madrid-Capital,28043661,EEI,SAN FERMIN,"Calle De La Estafeta, 14 ",Madrid,Usera,28041,917920502,917920502,eei.sanfermin.madrid@educa.madrid.org,eei.sanfermin.madridm@educa.madrid.org,Público,Primaria,40.3733602,-3.6926738,"Calle De La Estafeta, 14 "
302,303,Madrid-Norte,28071024,EEI,SANSERITO,"Calle Emilia Pardo Bazán, 6 ",San Sebastián de los Reyes,-,28702,912685280,912685280,eei.sanserito.sansebastian@educa.madrid.org,-,Público,Primaria,40.56077,-3.62249,"Calle Emilia Pardo Bazán, 6 "
