,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO
544,Madrid-Oeste,28002695,CP PRI,FELIPE II,"Calle De Alfonso Xiii, 5 ","Escorial, El",-,28280,918960697,918909153,cp.felipesegundo.elescorial@educa.madrid.org,cepfelipesegundo@gmail.com,Público,Primaria
545,Madrid-Sur,28073896,CP INF-PRI,ABAD Y HARIJA,"Calle Gabriel Cisneros, S/n ",Torrejón de la Calzada,-,28991,918145588,-,cp.abadyharija.torrejondelacalzada@educa.madrid.org,-,Público,Primaria
546,Madrid-Sur,28003857,CP INF-PRI,ABEN HAZAM,"Calle Bureba, 22 ",Leganés,-,28915,916888944,916888944,cp.abenhazam.leganes@educa.madrid.org,-,Público,Primaria
547,Madrid-Sur,28060269,CP INF-PRI,AGORA,"Calle Miguel Indurain, S/n ",Brunete,-,28690,918165001,918164559,cp.agora.brunete@educa.madrid.org,-,Público,Primaria
548,Madrid-Oeste,28063970,CP INF-PRI,AGORA,"Calle De Gutiérrez Soto, 12 ",Boadilla del Monte,-,28660,916337147,916337146,cp.agora.boadilla@educa.madrid.org,-,Público,Primaria
549,Madrid-Sur,28071802,CP INF-PRI,AGUSTIN DE ARGÜELLES,"Calle De Las Hayas, S/n ",Alcorcón,-,28922,912647224,912645980,cp.agustindearguelles.alcorcon@educa.madrid.org,-,Público,Primaria
550,Madrid-Capital,28063751,CP INF-PRI,AGUSTIN RODRIGUEZ SAHAGUN,"Calle De La Granja De San Ildefonso, 17-19 ",Madrid,Villa de Vallecas,28051,913324348,914941475,cp.rodriguezsahagun.madrid@educa.madrid.org,-,Público,Primaria
551,Madrid-Capital,28004989,CP INF-PRI,AGUSTINA DIEZ,"Calle Del Vesubio, 5 ",Madrid,Puente de Vallecas,28038,917770073,-,cp.agustinadiez.madrid@educa.madrid.org,-,Público,Primaria
552,Madrid-Este,28002865,CP INF-PRI,ALARILLA,"Calle De La Virgen De Alarilla, 10 ",Fuentidueña de Tajo,-,28597,918728403,918728403,cp.alarilla.fuentiduena@educa.madrid.org,-,Público,Primaria
553,Madrid-Capital,28004990,CP INF-PRI,ALBERTO ALCOCER,"Avenida Canillejas-vicalvaro, 56 ",Madrid,San Blas-Canillejas,28022,913202609,913200446,cp.albertoalcocer.madrid@educa.madrid.org,-,Público,Primaria
554,Madrid-Capital,28018393,CP INF-PRI,ALCALDE DE MOSTOLES,"Calle De Aldeanueva De La Vera, 9 ",Madrid,Latina,28044,917055465,915095129,cp.alcaldedemostoles.madrid@educa.madrid.org,-,Público,Primaria
555,Madrid-Norte,28044641,CP INF-PRI,ALDEBARAN,"Calle De La Salvia, 1 ",Tres Cantos,-,28760,918043398,918043535,cp.aldebaran.trescantos@educa.madrid.org,-,Público,Primaria
556,Madrid-Norte,28003420,CP INF-PRI,ALEJANDRO RUBIO,"Calle Prado Panetes, 36 ",Guadalix de la Sierra,-,28794,918470256,918470773,cp.alejandrorubio.guadalix@educa.madrid.org,cp.alejandrorubio.guadalix@educa.madrid.org,Público,Primaria
557,Madrid-Sur,28035615,CP INF-PRI,ALFONSO R. CASTELAO,"Calle De Azorín, 24 ",Móstoles,-,28935,916183975,916179850,cp.castelao.mostoles@educa.madrid.org,cp.castelao.mostoles@educa.madrid.org,Público,Primaria
558,Madrid-Capital,28005003,CP INF-PRI,ALFONSO X EL SABIO,"Calle De La Fuente De San Pedro, 6 ",Madrid,Vicálvaro,28032,913719661,917765962,cp.alfonsodecimo.madrid@educa.madrid.org,-,Público,Primaria
559,Madrid-Capital,28077865,CP INF-PRI,ALFREDO DI STEFANO,"Calle De Félix Candela, 4 ",Madrid,Hortaleza,28055,660906527,912723215,cp.alfredodistefano.madrid@educa.madrid.org,-,Público,Primaria
560,Madrid-Este,28074591,CP INF-PRI,ALFREDO LANDA,"Avenida De Lisboa, 9 ",Coslada,-,28822,916715082,916716036,cp.alfredolanda.coslada@educa.madrid.org,-,Público,Primaria
561,Madrid-Capital,28038318,CP INF-PRI,ALHAMBRA,"Calle De Ramón Gómez De La Serna, 103 ",Madrid,Fuencarral-El Pardo,28035,913162273,913737021,cp.alhambra.madrid@educa.madrid.org,-,Público,Primaria
562,Madrid-Este,28074581,CP INF-PRI,ALICIA DE LARROCHA,"Calle Río Guadarrama, 5 ",Alcalá de Henares,-,28803,918899076,918899076,cp.aliciadelarrocha.alcala@educa.madrid.org,-,Público,Primaria
563,Madrid-Sur,28049444,CP INF-PRI,ALONSO CANO,"Calle De Alonso Cano, 1 ",Móstoles,-,28932,916183187,916183187,cp.alonsocano.mostoles@educa.madrid.org,alonsocano2@gmail.com,Público,Primaria
564,Madrid-Capital,28066302,CP INF-PRI,ALVARO DE BAZAN,"Calle De Zurich, 10 ",Madrid,San Blas-Canillejas,28022,917757114,913067517,cp.alvarodebazan.madrid@educa.madrid.org,CALLE ZURICH 10 28022 MADRID,Público,Primaria
565,Madrid-Capital,28018401,CP INF-PRI,AMADEO VIVES,"Calle De Los Yébenes, 6 ",Madrid,Latina,28047,917183389,917199055,cp.amadeovives.madrid@educa.madrid.org,-,Público,Primaria
566,Madrid-Capital,28010412,CP INF-PRI,AMADOR DE LOS RIOS,"Paseo Del Marqués De Zafra, 16 ",Madrid,Salamanca,28028,917252610,917261891,cp.amadordelosrios.madrid@educa.madrid.org,-,Público,Primaria
567,Madrid-Capital,28005854,CP INF-PRI,AMOS ACERO,"Calle De Rodríguez Espinosa, 54 ",Madrid,Puente de Vallecas,28053,914785161,911911204,cp.amosacero.madrid@educa.madrid.org,-,Público,Primaria
568,Madrid-Sur,28063866,CP INF-PRI,ANA MARIA MATUTE,"Avenida Rosa Chacel, 4 ",Getafe,-,28903,916962303,916825616,cp.anamariamatute.getafe@educa.madrid.org,-,Público,Primaria
569,Madrid-Este,28080980,CP INF-PRI,ANCHUELO Nº 1,"Calle De Las Escuelas, 3 ",Anchuelo,-,28818,-,-,-,-,Público,Primaria
570,Madrid-Este,28077208,CP INF-PRI,ANDREA CASAMAYOR,Avenida Valdediego C/v C/. Quevedo ,Paracuellos de Jarama,-,28860,917653712,-,cp.andreacasamayor.paracuellos@educa.madrid.org,-,Público,Primaria
571,Madrid-Sur,28028362,CP INF-PRI,ANDRES MANJON,"Calle Galicia, 25 ",Fuenlabrada,-,28942,916081704,916082968,cp.andresmanjon.fuenlabrada@educa.madrid.org,-,Público,Primaria
572,Madrid-Este,28037752,CP INF-PRI,ANDRES SEGOVIA,"Calle Circunvalación, 10 ",Torrejón de Ardoz,-,28850,916565434,916784135,cp.andressegovia.torrejondeardoz@educa.madrid.org,-,Público,Primaria
573,Madrid-Sur,28038276,CP INF-PRI,ANDRES SEGOVIA,"Avenida Europa, 1 ",Leganés,-,28915,916870128,916861729,cp.andressegovia.leganes@educa.madrid.org,-,Público,Primaria
574,Madrid-Sur,28039967,CP INF-PRI,ANDRES SEGOVIA,"Calle Empecinado, 60 ",Móstoles,-,28936,916451309,916451309,cp.andressegovia.mostoles@educa.madrid.org,-,Público,Primaria
575,Madrid-Sur,28039736,CP INF-PRI,ANDRES SEGOVIA,"Calle De Jerónimo Del Moral, 104 ",Ciempozuelos,-,28350,918931751,918931751,cp.andressegovia.ciempozuelos@educa.madrid.org,-,Público,Primaria
576,Madrid-Sur,28023017,CP INF-PRI,ANDRES TORREJON,"Calle Juan De Austria, 2 ",Móstoles,-,28931,916461167,916480429,cp.andrestorrejon.mostoles@educa.madrid.org,-,Público,Primaria
577,Madrid-Este,28002671,CP INF-PRI,ANGEL BERZAL FERNANDEZ,"Camino Del Fresno De Torote, S/n ",Daganzo de Arriba,-,28814,918841258,918782503,cp.angelberzalfern.daganzo@educa.madrid.org,-,Público,Primaria
578,Madrid-Este,28025233,CP INF-PRI,ANGEL CASTRO,"Calle Silo, S/n ",Valdeavero,-,28816,918864343,918864343,cp.angelcastro.valdeavero@educa.madrid.org,-,Público,Primaria
579,Madrid-Sur,28069212,CP INF-PRI,ANGEL GONZALEZ,"Calle Humanes De Madrid, 12 ",Leganés,-,28914,916485884,916486532,cp.angelgonzalez.leganes@educa.madrid.org,-,Público,Primaria
580,Madrid-Norte,28057027,CP INF-PRI,ANGEL LEON,"Calle De Las Moradas, 3 ",Colmenar Viejo,-,28770,918458083,918458084,cp.angelleon.colmenarviejo@educa.madrid.org,-,Público,Primaria
581,Madrid-Capital,28077877,CP INF-PRI,ANGEL NIETO,"Avenida De Las Suertes Esquina C/ Arte Expresionista, S/n ",Madrid,Villa de Vallecas,28051,912723449,-,cp.angelnieto.madrid@educa.madrid.org,-,Público,Primaria
582,Madrid-Sur,28057040,CP INF-PRI,ANTON SEVILLANO,"Calle Ruiseñor, 1-3 ",Sevilla la Nueva,-,28609,918124093,918124064,cp.antonsevillano.sevilla@educa.madrid.org,-,Público,Primaria
583,Madrid-Este,28074608,CP INF-PRI,ANTONI TAPIES,"Calle Venezuela, 12 ",Coslada,-,28823,916714733,916714733,cp.antonitapies.coslada@educa.madrid.org,-,Público,Primaria
584,Madrid-Norte,28037740,CP INF-PRI,ANTONIO BUERO VALLEJO,"Calle Vizcaya, 28 ",San Sebastián de los Reyes,-,28701,916527825,916537253,cp.buerovallejo.sansebastian@educa.madrid.org,-,Público,Primaria
585,Madrid-Capital,28021215,CP INF-PRI,ANTONIO DE NEBRIJA,"Calle De Juan José Martínez Seco, 77 ",Madrid,Villaverde,28021,917963500,915051317,cp.antoniodenebrija.madrid@educa.madrid.org,-,Público,Primaria
586,Madrid-Este,28000054,CP INF-PRI,ANTONIO DE NEBRIJA,"Calle San Ignacio De Loyola, 13 ",Alcalá de Henares,-,28806,918882368,918882368,cp.antoniodenebrija.alcala@educa.madrid.org,-,Público,Primaria
587,Madrid-Capital,28072478,CP INF-PRI,ANTONIO FONTAN,"Avenida Santuario De Valverde C/v Monasterio Arlanza, S/n ",Madrid,Fuencarral-El Pardo,28049,911722243,911720001,cp.antoniofontan.madrid@educa.madrid.org,-,Público,Primaria
588,Madrid-Sur,28023108,CP INF-PRI,ANTONIO HERNANDEZ,"Calle Del Pintor Velázquez, 13 ",Móstoles,-,28933,916133008,916140148,cp.antoniohernandez.mostoles@educa.madrid.org,-,Público,Primaria
589,Madrid-Norte,28039359,CP INF-PRI,ANTONIO MACHADO,"Calle De Miguel De Cervantes, 7 ",Colmenar Viejo,-,28770,918455004,918457333,cp.machado.colmenarviejo@educa.madrid.org,-,Público,Primaria
590,Madrid-Este,28031531,CP INF-PRI,ANTONIO MACHADO,"Calle Plata, S/n ",Torrejón de Ardoz,-,28850,916768492,916769638,cp.machado.torrejondeardoz@educa.madrid.org,-,Público,Primaria
591,Madrid-Sur,28049390,CP INF-PRI,ANTONIO MACHADO,"Calle De La Comunidad De Madrid, 4 ",Fuenlabrada,-,28944,916900158,917031615,cp.machado.fuenlabrada@educa.madrid.org,-,Público,Primaria
592,Madrid-Oeste,28041731,CP INF-PRI,ANTONIO MACHADO,"Calle Ignacio González, 15 ",Collado Villalba,-,28400,918513622,918490423,cp.machado.colladovillalba@educa.madrid.org,-,Público,Primaria
593,Madrid-Este,28033621,CP INF-PRI,ANTONIO MACHADO,"Calle Jiménez De Quesada, 7 ",Alcalá de Henares,-,28802,918815557,918815557,cp.machado.alcala@educa.madrid.org,-,Público,Primaria
594,Madrid-Norte,28031521,CP INF-PRI,ANTONIO MACHADO,"Avenida De Valencia, 5 ",San Sebastián de los Reyes,-,28702,916534935,-,cp.machado.sansebastian@educa.madrid.org,-,Público,Primaria
595,Madrid-Capital,28005039,CP INF-PRI,ANTONIO MACHADO,"Calle De Allariz, 3 ",Madrid,Carabanchel,28044,915088661,914006788,cp.machado.madrid@educa.madrid.org,-,Público,Primaria
596,Madrid-Norte,28000601,CP INF-PRI,ANTONIO MACHADO,"Calle De Miraflores, 59 ",Alcobendas,-,28100,916526807,916639504,cp.machado.alcobendas@educa.madrid.org,-,Público,Primaria
597,Madrid-Sur,28034027,CP INF-PRI,ANTONIO MACHADO,"Calle Lago Tiberíades, 1 ",Parla,-,28981,916983566,916053921,cp.machado.parla@educa.madrid.org,-,Público,Primaria
598,Madrid-Oeste,28031506,CP INF-PRI,ANTONIO MACHADO,"Avenida Reyes Católicos, 7 ",Majadahonda,-,28220,916389521,916389521,cp.machado.majadahonda@educa.madrid.org,-,Público,Primaria
599,Madrid-Sur,28030381,CP INF-PRI,ANTONIO MACHADO,"Avenida De La Reina Sofía, 42 ",Leganés,-,28919,916881997,916808775,cp.machado.leganes@educa.madrid.org,-,Público,Primaria
600,Madrid-Este,28042978,CP INF-PRI,ANTONIO MACHADO,"Calle Tenerife, S/n ",Arganda del Rey,-,28500,918704741,918718095,cp.machado.arganda@educa.madrid.org,-,Público,Primaria
601,Madrid-Este,28073926,CP INF-PRI,ANTONIO MINGOTE,"Calle Arturo Soria, 7 ",Alcalá de Henares,-,28806,918786065,918786119,cp.antoniomingote.alcala@educa.madrid.org,-,Público,Primaria
602,Madrid-Capital,28010874,CP INF-PRI,ANTONIO MORENO ROSALES,"Calle Del Olmo, 4 ",Madrid,Centro,28012,915390646,915390646,cp.antoniomorenoro.madrid@educa.madrid.org,-,Público,Primaria
603,Madrid-Norte,28043387,CP INF-PRI,ANTONIO OSUNA,"Sector Islas, 26 ",Tres Cantos,-,28760,918038300,918045289,cp.antonioosuna.trescantos@educa.madrid.org,cp.antonioosuna.trescantos@educa.madrid.org,Público,Primaria
604,Madrid-Oeste,28034064,CP INF-PRI,ANTONIORROBLES,"Calle Monte Del Fraile, 6 ",San Lorenzo de El Escorial,-,28200,918903391,918901017,cp.antoniorobles.sanlorenzo@educa.madrid.org,-,Público,Primaria
605,Madrid-Sur,28023145,CP INF-PRI,ANTUSANA,"Calle Del Río Sil, 60 ",Móstoles,-,28935,916471347,916463087,cp.antusana.mostoles@educa.madrid.org,-,Público,Primaria
606,Madrid-Este,28002245,CP INF-PRI,APIS AURELIA,"Calle Madrid, 28 ",Colmenar de Oreja,-,28380,918943309,918942560,cp.apisaurelia.colmenardeoreja@educa.madrid.org,-,Público,Primaria
607,Madrid-Capital,28033941,CP INF-PRI,ARAGON,"Avenida De Rafael Alberti, 2 ",Madrid,Puente de Vallecas,28038,913039852,913806367,cp.aragon.madrid@educa.madrid.org,-,Público,Primaria
608,Madrid-Capital,28010424,CP INF-PRI,ARAVACA,"Calle Del Estudio, 6 ",Madrid,Moncloa-Aravaca,28023,913078119,913071832,cp.aravaca.madrid@educa.madrid.org,-,Público,Primaria
609,Madrid-Capital,28006469,CP INF-PRI,ARCIPRESTE DE HITA,"Calle De Antonio Moreno, 25 ",Madrid,Carabanchel,28025,915605495,914605635,cp.arciprestedehita.madrid@educa.madrid.org,-,Público,Primaria
610,Madrid-Sur,28037582,CP INF-PRI,ARCIPRESTE DE HITA,"Avenida De España, 26 ",Fuenlabrada,-,28941,916973014,916098694,cp.arciprestedehita.fuenlabrada@educa.madrid.org,-,Público,Primaria
611,Madrid-Norte,28064056,CP INF-PRI,ARCO DE LA SIERRA,"Calle De Santa Águeda, S/n ","Molar, El",-,28710,918412890,918412918,cp.arcodelasierra.elmolar@educa.madrid.org,-,Público,Primaria
612,Madrid-Capital,28021124,CP INF-PRI,ARQUITECTO GAUDI,"Calle De Rosa Jardón, 10 ",Madrid,Chamartín,28016,913506564,913506564,cp.arquitectogaudi.madrid@educa.madrid.org,cp.arquitectogaudi.madrid@educa.madrid.org,Público,Primaria
613,Madrid-Capital,28035524,CP INF-PRI,ASTURIAS,"Calle De Los Asturianos, 2 ",Madrid,Puente de Vallecas,28018,917770635,917850680,cp.asturias.madrid@educa.madrid.org,-,Público,Primaria
614,Madrid-Oeste,28023807,CP INF-PRI,ASUNCION DE NUESTRA SEÑORA,"Calle Tahona, 12 ",Pozuelo de Alarcón,-,28223,917151253,917151253,cp.asuncion.pozuelodealarcon@educa.madrid.org,-,Público,Primaria
615,Madrid-Sur,28031233,CP INF-PRI,AULA 3,"Calle De Las Panaderas, 18 ",Fuenlabrada,-,28944,916154978,916099042,cp.aulatres.fuenlabrada@educa.madrid.org,-,Público,Primaria
616,Madrid-Capital,28071383,CP INF-PRI,AUSIAS MARCH,"Calle De La Estefanita, 9 ",Madrid,Villaverde,28021,917109916,917964694,cp.ausiasmarch.madrid@educa.madrid.org,-,Público,Primaria
617,Madrid-Sur,28077336,CP INF-PRI,AVERROES,"Avenida De Francia, 159 ",Arroyomolinos,-,28939,918879376,917031869,cp.averroes.arroyomolinos@educa.madrid.org,-,Público,Primaria
618,Madrid-Capital,28005091,CP INF-PRI,AZORIN,"Calle De Godella, 57 ",Madrid,Villaverde,28021,917975733,917231639,cp.azorin.madrid@educa.madrid.org,-,Público,Primaria
619,Madrid-Norte,28060233,CP INF-PRI,BACHILLER ALONSO LOPEZ,"Calle Francisco Largo Caballero, S/n ",Alcobendas,-,28100,916618157,916612505,cp.bachilleralonsolopez.alcobendas@educa.madrid.org,-,Público,Primaria
620,Madrid-Capital,28005106,CP INF-PRI,BARCELONA,"Avenida De La Verbena De La Paloma, 14 ",Madrid,Villaverde,28041,913603078,913179568,cp.barcelona.madrid@educa.madrid.org,-,Público,Primaria
621,Madrid-Sur,28001940,CP INF-PRI,BATALLA DE BRUNETE,"Calle Del Escorial, 32 ",Brunete,-,28690,918158969,918159396,cp.batalladebrunet.brunete@educa.madrid.org,-,Público,Primaria
622,Madrid-Sur,28023029,CP INF-PRI,BEATO SIMON DE ROJAS,"Paseo De Goya, 3 ",Móstoles,-,28931,916136188,916642560,cp.beatosimonderoj.mostoles@educa.madrid.org,-,Público,Primaria
623,Madrid-Este,28028738,CP INF-PRI,BEATRIZ GALINDO,"Calle Violeta, 19 ",Alcalá de Henares,-,28803,918898064,918812912,cp.beatrizgalindo.alcala@educa.madrid.org,beatrizgalindo@telefonica.net,Público,Primaria
624,Madrid-Este,28070721,CP INF-PRI,BEETHOVEN,"Calle Montserrat Roig, 8 ",Torrejón de Ardoz,-,28850,914885016,914886550,cp.beethoven.torrejondeardoz@educa.madrid.org,-,Público,Primaria
625,Madrid-Sur,28035381,CP INF-PRI,BELLAS VISTAS,"Calle De Sahagún, 32 ",Alcorcón,-,28925,914880223,914880713,cp.bellasvistas.alcorcon@educa.madrid.org,-,Público,Primaria
626,Madrid-Este,28001824,CP INF-PRI,BELMONTE DE TAJO,"Calle Tomás Díaz Vázquez, 8 ",Belmonte de Tajo,-,28390,918747247,918747386,cp.belmontedetajo.belmonte@educa.madrid.org,-,Público,Primaria
627,Madrid-Este,28069741,CP INF-PRI,BENITO PEREZ GALDOS,"Calle León Felipe, 32 ",Arganda del Rey,-,28500,918759191,918759191,cp.perezgaldos.arganda@educa.madrid.org,-,Público,Primaria
628,Madrid-Sur,28035573,CP INF-PRI,BENITO PEREZ GALDOS,"Paseo De Arroyomolinos, 44 ",Móstoles,-,28938,916474667,916474667,cp.perezgaldos.mostoles@educa.madrid.org,secregaldos@gmail.com,Público,Primaria
629,Madrid-Sur,28039074,CP INF-PRI,BENITO PEREZ GALDOS,"Calle Cuzco, 17 ",Fuenlabrada,-,28945,916066605,914920504,cp.perezgaldos.fuenlabrada@educa.madrid.org,cp.perezgaldos.fuenlabrada@educa.madrid.org,Público,Primaria
630,Madrid-Oeste,28033953,CP INF-PRI,BENITO PEREZ GALDOS,"Avenida Guadarrama, 40 ",Majadahonda,-,28220,916386453,916394536,cp.perezgaldos.majadahonda@educa.madrid.org,-,Público,Primaria
631,Madrid-Capital,28075777,CP INF-PRI,BLAS DE LEZO,"Calle De Fromista, 27 ",Madrid,Fuencarral-El Pardo,28050,912761564,917031658,cp.blasdelezo.madrid@educa.madrid.org,-,Público,Primaria
632,Madrid-Sur,28076320,CP INF-PRI,BLAS DE LEZO,"Calle Estrella Denébola, S/n ",Parla,-,28983,916216456,911376646,cp.blasdelezo.parla@educa.madrid.org,-,Público,Primaria
633,Madrid-Este,28037557,CP INF-PRI,BLAS DE OTERO,"Calle De La Virgen De La Cabeza, S/n ",Coslada,-,28821,916736620,916696918,cp.blasdeotero.coslada@educa.madrid.org,-,Público,Primaria
634,Madrid-Capital,28035512,CP INF-PRI,BLAS DE OTERO,"Calle De Puentelarra, 34 ",Madrid,Villa de Vallecas,28031,913311550,913310535,cp.blasdeotero.madrid@educa.madrid.org,-,Público,Primaria
635,Madrid-Sur,28031130,CP INF-PRI,BLAS DE OTERO,"Calle Del Pintor Velázquez, 20 ",Móstoles,-,28933,916186591,916643072,cp.blasdeotero.mostoles@educa.madrid.org,-,Público,Primaria
636,Madrid-Sur,28037533,CP INF-PRI,BLAS DE OTERO,"Avenida Del Oeste, 4 ",Alcorcón,-,28922,916439985,916439985,cp.blasdeotero.alcorcon@educa.madrid.org,-,Público,Primaria
637,Madrid-Capital,28005155,CP INF-PRI,BOLIVIA,"Calle De Villavaliente, 29 ",Madrid,Latina,28011,914649989,914649989,cp.bolivia.madrid@educa.madrid.org,-,Público,Primaria
638,Madrid-Capital,28021331,CP INF-PRI,BRAVO MURILLO,"Calle De Las Islas Cíes, 11 ",Madrid,Fuencarral-El Pardo,28035,917385793,917385793,cp.bravomurillo.madrid@educa.madrid.org,-,Público,Primaria
639,Madrid-Capital,28031063,CP INF-PRI,BREOGAN,"Calle De Ginzo De Limia, 2 ",Madrid,Fuencarral-El Pardo,28029,917304040,917396184,cp.breogan.madrid@educa.madrid.org,-,Público,Primaria
640,Madrid-Sur,28029937,CP INF-PRI,BUENOS AIRES,"Calle Cañada Real De Toledo, 24 ",Pinto,-,28320,916912548,916924128,cp.buenosaires.pinto@educa.madrid.org,buenosaires@telefonica.net,Público,Primaria
641,Madrid-Capital,28037201,CP INF-PRI,CALDERON DE LA BARCA,"Calle De Calderón, 2 ",Madrid,Barajas,28042,917472465,917473130,cp.calderondelabarca.madrid@educa.madrid.org,-,Público,Primaria
642,Madrid-Sur,28003501,CP INF-PRI,CALDERON DE LA BARCA,"Calle Río Duero, 24 ",Leganés,-,28913,914810294,916850961,cp.calderondelabarca.leganes@educa.madrid.org,cp.calderondelabarca.leganes@educa.madrid.org,Público,Primaria
643,Madrid-Capital,28041755,CP INF-PRI,CAMILO JOSE CELA,"Calle De Melchor Fernández Almagro, 22 ",Madrid,Fuencarral-El Pardo,28029,917392424,913781507,cp.cela.madrid@educa.madrid.org,-,Público,Primaria
644,Madrid-Sur,28039104,CP INF-PRI,CAMPOHERMOSO,"Calle Valdehondillo, 1 ",Humanes de Madrid,-,28970,916040800,916042692,cp.campohermoso.humanes@educa.madrid.org,-,Público,Primaria
645,Madrid-Oeste,28060336,CP INF-PRI,CANTOS ALTOS,"Camino De La Fonda, S/n ",Collado Villalba,-,28400,918499966,918498568,cp.cantosaltos.colladovillalba@educa.madrid.org,-,Público,Primaria
646,Madrid-Oeste,28002385,CP INF-PRI,CAÑADA REAL,"Calle El Almiar, 35 ",Collado Villalba,-,28400,918500060,918506550,cp.canadareal.colladovillalba@educa.madrid.org,-,Público,Primaria
647,Madrid-Capital,28005179,CP INF-PRI,CAPITAN CORTES,"Calle De Monseñor Oscar Romero, 17 ",Madrid,Carabanchel,28025,914628662,914619130,cp.capitancortes.madrid@educa.madrid.org,-,Público,Primaria
648,Madrid-Norte,28025130,CP INF-PRI,CARDENAL CISNEROS,"Calle De Fray José De Almonacid, 13 ",Torrelaguna,-,28180,918430443,918431212,cp.cardenalcisnero.torrelaguna@educa.madrid.org,cp.cardenalcisnero.torrelaguna@educa.madrid.org,Público,Primaria
649,Madrid-Este,28000066,CP INF-PRI,CARDENAL CISNEROS,"Calle San Juan, 2 ",Alcalá de Henares,-,28801,918880447,918837578,cp.cardenalcisnero.alcala@educa.madrid.org,-,Público,Primaria
650,Madrid-Capital,28030198,CP INF-PRI,CARDENAL HERRERA ORIA,"Calle De Fermín Caballero, 68 ",Madrid,Fuencarral-El Pardo,28034,913781613,917385711,cp.cardenalherrera.madrid@educa.madrid.org,-,Público,Primaria
651,Madrid-Sur,28065528,CP INF-PRI,CARLOS CANO,"Avenida De Nuevo Versalles, 2 ",Fuenlabrada,-,28942,914683588,-,cp.carloscano.fuenlabrada@educa.madrid.org,-,Público,Primaria
652,Madrid-Sur,28065516,CP INF-PRI,CARLOS III,"Calle De Las Moreras, 221 ",Aranjuez,-,28300,918090165,918923245,cp.carlostercero.aranjuez@educa.madrid.org,-,Público,Primaria
653,Madrid-Sur,28023297,CP INF-PRI,CARLOS RUIZ,"Calle De Luis Zapata, 3 ",Navalcarnero,-,28600,918110553,918113817,cp.carlosruiz.navalcarnero@educa.madrid.org,-,Público,Primaria
654,Madrid-Este,28024836,CP INF-PRI,CARLOS RUIZ,"Avenida Del Ferrocarril, 8 ",Tielmes,-,28550,918746030,918746030,cp.carlosruiz.tielmes@educa.madrid.org,-,Público,Primaria
655,Madrid-Sur,28050409,CP INF-PRI,CARLOS RUIZ,"Calle De Antonio Machado, 48 ",Rozas de Puerto Real,-,28649,918648634,918648634,cp.carlosruiz.rozasdepuertoreal@educa.madrid.org,-,Público,Primaria
656,Madrid-Este,28002737,CP INF-PRI,CARLOS RUIZ,"Calle Del Prado, 2 ",Estremera,-,28595,918721356,918721649,cp.carlosruiz.estremera@educa.madrid.org,-,Público,Primaria
657,Madrid-Oeste,28002877,CP INF-PRI,CARLOS RUIZ,"Calle Colmenarejo, 40 ",Galapagar,-,28260,918587015,918581268,cp.carlosruiz.galapagar@educa.madrid.org,-,Público,Primaria
658,Madrid-Capital,28020661,CP INF-PRI,CARLOS SAINZ DE LOS TERREROS,"Calle De Cartama, 1 ",Madrid,Puente de Vallecas,28018,917783885,917774420,cp.carlossainz.madrid@educa.madrid.org,-,Público,Primaria
659,Madrid-Capital,28010461,CP INF-PRI,CARLOS V,"Calle De La Virgen Del Val, 3 ",Madrid,Ciudad Lineal,28027,914041481,914052705,cp.carlosquinto.madrid@educa.madrid.org,-,Público,Primaria
660,Madrid-Capital,28010473,CP INF-PRI,CARMEN CABEZUELO,"Calle De Cangas De Onís, 7 ",Madrid,San Blas-Canillejas,28037,913040117,913049991,cp.carmencabezuelo.madrid@educa.madrid.org,-,Público,Primaria
661,Madrid-Sur,28035494,CP INF-PRI,CARMEN CONDE,"Calle Pedro Patiño, 3 ",Leganés,-,28914,608066578,916887595,cp.carmenconde.leganes@educa.madrid.org,-,Público,Primaria
662,Madrid-Sur,28000856,CP INF-PRI,CARMEN CONDE,"Avenida Del Oeste, 2 ",Alcorcón,-,28922,916448242,916440016,cp.carmenconde.alcorcon@educa.madrid.org,-,Público,Primaria
663,Madrid-Norte,28035391,CP INF-PRI,CARMEN HERNANDEZ GUARCH,"Sector Descubridores, 26 ",Tres Cantos,-,28760,918030997,918032801,cp.carmenhernandezguarch.trescantos@educa.madrid.org,-,Público,Primaria
664,Madrid-Norte,28050367,CP INF-PRI,CARMEN IGLESIAS,"Avenida De Los Labradores, 13 ",Tres Cantos,-,28760,918034186,918034237,cp.carmeniglesias.trescantos@educa.madrid.org,-,Público,Primaria
665,Madrid-Capital,28071826,CP INF-PRI,CARMEN LAFORET,"Calle De Omega, 60 ",Madrid,Vicálvaro,28032,917760141,917604734,cp.carmenlaforet.madrid@educa.madrid.org,-,Público,Primaria
666,Madrid-Oeste,28063994,CP INF-PRI,CARPE DIEM,"Calle Rio Ebro, 2 ",Villanueva del Pardillo,-,28229,918100254,918123577,cp.carpediem.villanuevadelpardillo@educa.madrid.org,-,Público,Primaria
667,Madrid-Este,28031971,CP INF-PRI,CARRETAS,"Calle Grupo Escolar, 1 ",Arganda del Rey,-,28500,918710827,918710827,cp.carretas.arganda@educa.madrid.org,-,Público,Primaria
